"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","GHECAUSES (CODE)","GHECAUSES (DISPLAY)","GHECAUSES (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","","","","","","","58","57.63404","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","CPV","Cabo Verde","","","","","","","","25","25.48239","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","CHN","China","","","","","","","","70","69.66737","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","COK","Cook Islands","","","","","","","","Not applicable","","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CYP","Cyprus","","","","","","","","14","13.77692","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COD","Democratic Republic of the Congo","","","","","","","","33","32.76919","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DNK","Denmark","","","","","","","","20","20.32575","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","DOM","Dominican Republic","","","","","","","","24","23.81821","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ERI","Eritrea","","","","","","","","25","25.41043","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FIN","Finland","","","","","","","","3","2.56071","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GEO","Georgia","","","","","","","","90","90.37662","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GRD","Grenada","","","","","","","","23","22.66487","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HTI","Haiti","","","","","","","","29","29.36947","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISL","Iceland","","","","","","","","4","3.66117","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IND","India","","","","","","","","68","68.13269","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","IRL","Ireland","","","","","","","","15","14.59742","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","JPN","Japan","","","","","","","","9","8.72182","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KIR","Kiribati","","","","","","","","0","0.00785","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LVA","Latvia","","","","","","","","42","41.78957","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LTU","Lithuania","","","","","","","","73","73.46118","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MYS","Malaysia","","","","","","","","32","31.93562","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MHL","Marshall Islands","","","","","","","","Not applicable","","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","","","","","","","0","0.16550","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","MAR","Morocco","","","","","","","","25","24.66098","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NRU","Nauru","","","","","","","","Not applicable","","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","","","","","","","35","35.06137","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","OMN","Oman","","","","","","","","36","35.57103","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PNG","Papua New Guinea","","","","","","","","7","7.25158","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","","","","","","","39","38.58681","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MDA","Republic of Moldova","","","","","","","","74","73.81675","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","KNA","Saint Kitts and Nevis","","","","","","","","Not applicable","","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","STP","Sao Tome and Principe","","","","","","","","14","13.93914","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SYC","Seychelles","","","","","","","","19","19.41953","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVN","Slovenia","","","","","","","","35","35.49587","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SSD","South Sudan","","","","","","","","36","36.11909","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SUR","Suriname","","","","","","","","14","13.96663","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SWZ","Swaziland","","","","","","","","15","15.26674","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","","","","","","","60","59.79959","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TGO","Togo","","","","","","","","22","21.54843","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","","","","","","","48","48.24004","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","UKR","Ukraine","","","","","","","","120","120.27081","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","USA","United States of America","","","","","","","","7","7.12967","","","","",""
"AIR_5","Ambient air pollution attributable deaths (per 100 000)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VNM","Viet Nam","","","","","","","","30","30.26511","","","","",""
"AIR_50","Ambient air pollution attributable deaths (per 100 000, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","","","","","","","23","22.79569","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ALB","Albania","","MLE","Male","","GHE000","All Causes","","928 [379 - 1 237]","927.54000","379.00000","1237.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","DZA","Algeria","","FMLE","Female","","GHE000","All Causes","","4 851 [1 930 - 6 862]","4851.37000","1930.00000","6862.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ARM","Armenia","","FMLE","Female","","GHE000","All Causes","","1 161 [34 - 1 756]","1161.05000","34.00000","1756.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ARM","Armenia","","BTSX","Both sexes","","GHE000","All Causes","","2 750 [107 - 4 229]","2750.20000","107.00000","4229.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","BHR","Bahrain","","BTSX","Both sexes","","GHE000","All Causes","","148 [132 - 165]","148.16000","132.00000","165.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","MLE","Male","","GHE000","All Causes","","22 365 [18 175 - 27 311]","22365.08000","18175.00000","27311.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BEN","Benin","","MLE","Male","","GHE000","All Causes","","1 322 [455 - 2 028]","1322.14000","455.00000","2028.00000","","",""
